ansatzbezeichnung;kontenbezeichnung;voranschlag-rj
Volksschule Gisingen Sebastianplatz;Mitarbeitervorsorge (Abfertigung neu);700
Volksschule Gisingen Sebastianplatz;Fla-Btg.F.Angest.U.Arb;2400
Volksschule Gisingen Sebastianplatz;Energiebezüge;12000
Volksschule Gisingen Sebastianplatz;Instandhaltung von Grund und Boden;3000
Volksschule Gisingen Sebastianplatz;Instandhaltung von Gebäuden und Bauten;26000
Volksschule Gisingen Sebastianplatz;Instandh. Heizung;4000
Volksschule Gisingen Sebastianplatz;Instandh. Brandmeldeanlagen;6000
Volksschule Gisingen Sebastianplatz;Fremdreinigung;1500
Volksschule Gisingen Sebastianplatz;Instandhaltung von sonstigen Anlagen;3500
Volksschule Gisingen Sebastianplatz;Instandh. Telefonanlage;500
Volksschule Gisingen Sebastianplatz;Telekommunikationsdienste;4500
Volksschule Gisingen Sebastianplatz;Versicherungen;5400
Volksschule Gisingen Sebastianplatz;Kostenbeiträge für Leistungen;5800
Volksschule Gisingen Sebastianplatz;Kostenbeiträge / Verumlagung;0
Volksschule Gisingen Sebastianplatz;Sonstige Leistungen;200
Volksschule Gisingen Sebastianplatz;Entgelte für sonstige Leistungen / Schülerbetreuung;65000
Volksschule Gisingen Sebastianplatz;DV-Programme;2500
Volksschule Gisingen Sebastianplatz;Aufwand Hygieneartikel;8400
Volksschule Gisingen Sebastianplatz;Sonstige Ausgaben;700
Volksschule Gisingen Oberau;Gebäude und Bauten;0
Volksschule Gisingen Oberau;Betriebsausstattung;10000
Volksschule Gisingen Oberau;Geringwertige Wirtschaftsgüter;1100
Volksschule Gisingen Oberau;Gw.Wg. Schulerhaltung;1600
Volksschule Gisingen Oberau;Lebensmittel;40000
Volksschule Gisingen Oberau;Brennstoffe;5000
Volksschule Gisingen Oberau;Reinigungsmittel;2500
Volksschule Gisingen Oberau;Vervielfältigungen;6000
Volksschule Gisingen Oberau;Sonstige Verbrauchsgüter;1300
Volksschule Gisingen Oberau;Geldbezüge Angestellte;86500
Volksschule Gisingen Oberau;Geldbezüge Aushilfen;1600
Volksschule Gisingen Oberau;Reisegebühren;900
Volksschule Gisingen Oberau;Mehrleistungsvergütung;3100
Volksschule Gisingen Oberau;Dgb-Angest.Und Arbeit.;18200
Volksschule Gisingen Oberau;Pensionskassa DG-Beitrag;800
Volksschule Gisingen Oberau;Mitarbeitervorsorge (Abfertigung neu);1400
Volksschule Gisingen Oberau;Fla-Btg.F.Angest.U.Arb;3600
Volksschule Gisingen Oberau;Energiebezüge;24000
Volksschule Gisingen Oberau;Instandhaltung von Grund und Boden;5000
Volksschule Gisingen Oberau;Instandhaltung von Spielplatzeinrichtungen;200
Volksschule Gisingen Oberau;Instandhaltung von Gebäuden und Bauten;9000
Volksschule Gisingen Oberau;Instandh. Aufzug;1500
Volksschule Gisingen Oberau;Instandh. Heizung, Lüftungsanl.;5000
Volksschule Gisingen Oberau;Instandh. Brandmeldeanlagen;4000
Volksschule Gisingen Oberau;Fremdreinigung;1500
Volksschule Gisingen Oberau;Instandhaltung von sonstigen Anlagen;3200
Volksschule Gisingen Oberau;Telekommunikationsdienste;2700
Volksschule Gisingen Oberau;Versicherungen;4400
Volksschule Gisingen Oberau;Miete GIG;134000
Volksschule Gisingen Oberau;Öffentliche Abgaben;5200
Volksschule Gisingen Oberau;Kostenbeiträge für Leistungen;9100
Volksschule Gisingen Oberau;Kostenbeiträge / Verumlagung;0
Volksschule Gisingen Oberau;Sonstige Leistungen;0
Volksschule Gisingen Oberau;Entgelte für sonstige Leistungen / Schülerbetreuung;165000
Volksschule Gisingen Oberau;DV-Programme;3000
Volksschule Gisingen Oberau;Aufwand Hygieneartikel;3900
Volksschule Gisingen Oberau;Sonstige Ausgaben;600
Volksschule Gisingen Oberau;Transfers an Unternehmen / GIG;228700
Volksschule Nofels;Betriebsausstattung;10000
Volksschule Nofels;Geringwertige Wirtschaftsgüter;900
Volksschule Nofels;Gw.Wg. Schulerhaltung;1500
Volksschule Nofels;Lebensmittel;20000
Volksschule Nofels;Brennstoffe;4000
Volksschule Nofels;Reinigungsmittel;2300
Volksschule Nofels;Vervielfältigungen;6200
Volksschule Nofels;Sonstige Verbrauchsgüter;1800
Volksschule Nofels;Geldbezüge Angestellte;44800
Volksschule Nofels;Geldbezüge Arbeiter;0
Volksschule Nofels;Geldbezüge Aushilfen;4100
Volksschule Nofels;Reisegebühren;200
Volksschule Nofels;Mehrleistungsvergütung;2100
Volksschule Nofels;Dgb-Angest.Und Arbeit.;10200
Volksschule Nofels;Pensionskassa DG-Beitrag;400
Volksschule Nofels;Mitarbeitervorsorge (Abfertigung neu);800
Volksschule Nofels;Fla-Btg.F.Angest.U.Arb;2000
Volksschule Nofels;Energiebezüge;27000
Volksschule Nofels;Instandhaltung von Grund und Boden;12000
Volksschule Nofels;Instandhaltung von Spielplatzeinrichtungen;200
Volksschule Nofels;Instandhaltung von Gebäuden und Bauten;8000
Volksschule Nofels;Instandh. Heizung;5000
Volksschule Nofels;Instandh. Brandmeldeanlagen;1000
Volksschule Nofels;Fremdreinigung;2500
Volksschule Nofels;Instandhaltung von sonstigen Anlagen;4000
Volksschule Nofels;Instandh. Telefonanlage;500
Volksschule Nofels;Telekommunikationsdienste;2000
Volksschule Nofels;Kreditzinsen;1100
Volksschule Nofels;Versicherungen;3400
Volksschule Nofels;Kostenbeiträge für Leistungen;6600
Volksschule Nofels;Kostenbeiträge / Verumlagung;0
Volksschule Nofels;Sonstige Leistungen;500
Volksschule Nofels;Entgelte für sonstige Leistungen / Schülerbetreuung;100000
Volksschule Nofels;DV-Programme;3000
Volksschule Nofels;Aufwand Hygieneartikel;9200
Volksschule Nofels;Sonstige Ausgaben;500
Volksschule Tosters;Betriebsausstattung;4800
Volksschule Tosters;Geringwertige Wirtschaftsgüter;500
Volksschule Tosters;Gw.Wg. Schulerhaltung;1500
Volksschule Tosters;Brennstoffe;20000
Volksschule Tosters;Reinigungsmittel;2500
Volksschule Tosters;Vervielfältigungen;6000
Volksschule Tosters;Sonstige Verbrauchsgüter;1300
Volksschule Tosters;Geldbezüge Angestellte;49200
Volksschule Tosters;Geldbezüge Aushilfen;1600
Volksschule Tosters;Reisegebühren;600
Volksschule Tosters;Mehrleistungsvergütung;1000
Volksschule Tosters;Dgb-Angest.Und Arbeit.;10700
Volksschule Tosters;Pensionskassa DG-Beitrag;400
Volksschule Tosters;Mitarbeitervorsorge (Abfertigung neu);800
Volksschule Tosters;Fla-Btg.F.Angest.U.Arb;2100
Volksschule Tosters;Energiebezüge;14000
Volksschule Tosters;Instandhaltung von Grund und Boden;9000
Volksschule Tosters;Instandhaltung von Gebäuden und Bauten;28000
Volksschule Tosters;Instandh. Aufzug;1000
Volksschule Tosters;Instandh. Heizung;3000
Volksschule Tosters;Fremdreinigung;2500
Volksschule Tosters;Instandhaltung von sonstigen Anlagen;4000
Volksschule Tosters;Telekommunikationsdienste;2000
Volksschule Tosters;Versicherungen;3700
Volksschule Tosters;Öffentliche Abgaben;6200
Volksschule Tosters;Kostenbeiträge für Leistungen;6600
Volksschule Tosters;Kostenbeiträge / Verumlagung;0
Volksschule Tosters;Sonstige Leistungen;500
Volksschule Tosters;DV-Programme;3000
Volksschule Tosters;Aufwand Hygieneartikel;3900
Volksschule Tosters;Sonstige Ausgaben;600
Volksschule Tisis;Betriebsausstattung;11300
Volksschule Tisis;Geringwertige Wirtschaftsgüter;2200
Volksschule Tisis;Gw.Wg. Schulerhaltung;2000
Volksschule Tisis;Lebensmittel;25000
Volksschule Tisis;Brennstoffe;20000
Volksschule Tisis;Reinigungsmittel;2500
Volksschule Tisis;Vervielfältigungen;5300
Volksschule Tisis;Sonstige Verbrauchsgüter;1500
Volksschule Tisis;Schülerbetreuung;0
Volksschule Tisis;Geldbezüge Angestellte;95500
Volksschule Tisis;Geldbezüge Aushilfen;2600
Volksschule Tisis;Reisegebühren;600
Volksschule Tisis;Mehrleistungsvergütung;1000
Volksschule Tisis;Dgb-Angest.Und Arbeit.;19800
Volksschule Tisis;Pensionskassa DG-Beitrag;800
Volksschule Tisis;Mitarbeitervorsorge (Abfertigung neu);1500
Volksschule Tisis;Fla-Btg.F.Angest.U.Arb;3900
Volksschule Tisis;Energiebezüge;10000
Volksschule Tisis;Instandhaltung von Grund und Boden;10000
Volksschule Tisis;Instandhaltung von Spielplatzeinrichtungen;500
Volksschule Tisis;Instandhaltung von Gebäuden und Bauten;11000
Volksschule Tisis;Instandh. Heizung;5000
Volksschule Tisis;Instandh. Brandmeldeanlagen;2000
Volksschule Tisis;Fremdreinigung;2000
Volksschule Tisis;Instandhaltung von sonstigen Anlagen;3000
Volksschule Tisis;Telekommunikationsdienste;2200
Volksschule Tisis;Kreditzinsen;100
Volksschule Tisis;Versicherungen;3600
Volksschule Tisis;Kostenbeiträge für Leistungen;7000
Volksschule Tisis;Kostenbeiträge / Verumlagung;0
Volksschule Tisis;Sonstige Leistungen;1000
Volksschule Tisis;Entgelte für sonstige Leistungen / Schülerbetreuung;110000
Volksschule Tisis;DV-Programme;3000
Volksschule Tisis;Aufwand Hygieneartikel;2300
Volksschule Tisis;Sonstige Ausgaben;800
Mittelschule Levis;Betriebsausstattung;17100
Mittelschule Levis;Geringwertige Wirtschaftsgüter;0
Mittelschule Levis;Gw.Wg. Schulerhaltung;1500
Mittelschule Levis;Lebensmittel;20000
Mittelschule Levis;Brennstoffe;23000
Mittelschule Levis;Reinigungsmittel;2900
Mittelschule Levis;Vervielfältigungen;6000
Mittelschule Levis;Sonstige Verbrauchsgüter;1500
Mittelschule Levis;Geldbezüge Angestellte;75000
Mittelschule Levis;Geldbezüge Arbeiter;0
Mittelschule Levis;Geldbezüge Aushilfen;3100
Mittelschule Levis;Reisegebühren;400
Mittelschule Levis;Mehrleistungsvergütung;2600
Mittelschule Levis;Dgb-Angest.Und Arbeit.;16100
Mittelschule Levis;Pensionskassa DG-Beitrag;700
Mittelschule Levis;Mitarbeitervorsorge (Abfertigung neu);1200
Mittelschule Levis;Fla-Btg.F.Angest.U.Arb;3200
Mittelschule Levis;Energiebezüge;17000
Mittelschule Levis;Instandhaltung von Grund und Boden;12000
Mittelschule Levis;Instandhaltung von Gebäuden und Bauten;9000
Mittelschule Levis;Instandh. Heizung;6000
Mittelschule Levis;Instandh. Brandmeldeanlagen;4000
Mittelschule Levis;Fremdreinigung;2000
Mittelschule Levis;Instandhaltung von sonstigen Anlagen;4300
Mittelschule Levis;Instandh. Telefonanlage;400
Mittelschule Levis;Telekommunikationsdienste;2900
Mittelschule Levis;Versicherungen;5300
Mittelschule Levis;Miete GIG;58000
Mittelschule Levis;Öffentliche Abgaben;5500
Mittelschule Levis;Kostenbeiträge für Leistungen;10200
Mittelschule Levis;Sonstige Leistungen;500
Mittelschule Levis;Entgelte für sonstige Leistungen / Schülerbetreuung;20000
Mittelschule Levis;DV-Programme;2500
Mittelschule Levis;Aufwand Hygieneartikel;4200
Mittelschule Levis;Sonstige Ausgaben;600
Mittelschule Levis;Transfers an Unternehmen / GIG;17700
Mittelschule Gisingen-Oberau;Betriebsausstattung;15300
Mittelschule Gisingen-Oberau;Geringwertige Wirtschaftsgüter;700
Mittelschule Gisingen-Oberau;Gw. Wg. des Anlagevermögens / Chipschlüssel;500
Mittelschule Gisingen-Oberau;Gw.Wg. Schulerhaltung;1500
Mittelschule Gisingen-Oberau;Lebensmittel;15000
Mittelschule Gisingen-Oberau;Brennstoffe / Wärmelieferung;13000
Mittelschule Gisingen-Oberau;Reinigungsmittel;5500
Mittelschule Gisingen-Oberau;Vervielfältigungen;10800
Mittelschule Gisingen-Oberau;Sonstige Verbrauchsgüter;2000
Mittelschule Gisingen-Oberau;Geldbezüge Angestellte;161500
Mittelschule Gisingen-Oberau;Geldbezüge Arbeiter;18200
Mittelschule Gisingen-Oberau;Geldbezüge Aushilfen;2100
Mittelschule Gisingen-Oberau;Reisegebühren;2100
Mittelschule Gisingen-Oberau;Mehrleistungsvergütung;2600
Mittelschule Gisingen-Oberau;Dgb-Angest.Und Arbeit.;37000
Mittelschule Gisingen-Oberau;Pensionskassa DG-Beitrag;1500
Mittelschule Gisingen-Oberau;Mitarbeitervorsorge (Abfertigung neu);2500
Mittelschule Gisingen-Oberau;Fla-Btg.F.Angest.U.Arb;7200
Mittelschule Gisingen-Oberau;Energiebezüge;60000
Mittelschule Gisingen-Oberau;Instandhaltung von Grund und Boden;13000
Mittelschule Gisingen-Oberau;Instandhaltung von Gebäuden und Bauten;14000
Mittelschule Gisingen-Oberau;Instandh. Aufzug;4000
Mittelschule Gisingen-Oberau;Instandh. Heizung, Lüftungsanl.;12000
Mittelschule Gisingen-Oberau;Instandh. Brandmeldeanlagen;12000
Mittelschule Gisingen-Oberau;Fremdreinigung;3500
Mittelschule Gisingen-Oberau;Instandhaltung von sonstigen Anlagen;6500
Mittelschule Gisingen-Oberau;Instandh. Telefonanlage;500
Mittelschule Gisingen-Oberau;Telekommunikationsdienste;8500
Mittelschule Gisingen-Oberau;Versicherungen;11700
Mittelschule Gisingen-Oberau;Miete GIG Schule;210000
Mittelschule Gisingen-Oberau;Miete GIG Turnhalle;77000
Mittelschule Gisingen-Oberau;Öffentliche Abgaben;18200
Mittelschule Gisingen-Oberau;Öffentliche Abgaben Turnhalle;4400
Mittelschule Gisingen-Oberau;Kostenbeiträge für Leistungen;15500
Mittelschule Gisingen-Oberau;Kostenbeiträge / Verumlagung;0
Mittelschule Gisingen-Oberau;Sonstige Leistungen;500
Mittelschule Gisingen-Oberau;Entgelte für sonstige Leistungen / Schülerbetreuung;40000
Mittelschule Gisingen-Oberau;DV-Programme;3000
Mittelschule Gisingen-Oberau;Aufwand Hygieneartikel;17500
Mittelschule Gisingen-Oberau;Sonstige Ausgaben;600
Mittelschule Gisingen-Oberau;Transfers an Unternehmen / GIG;571500
Pädagogisches Förderzentrum;Betriebsausstattung;3600
Pädagogisches Förderzentrum;Geringwertige Wirtschaftsgüter;0
Pädagogisches Förderzentrum;Gw.Wg. Schulerhaltung;1500
Pädagogisches Förderzentrum;Lebensmittel;1500
Pädagogisches Förderzentrum;Brennstoffe;30000
Pädagogisches Förderzentrum;Reinigungsmittel;2600
Pädagogisches Förderzentrum;Vervielfältigungen;4500
Pädagogisches Förderzentrum;Sonstige Verbrauchsgüter;1000
Pädagogisches Förderzentrum;Geldbezüge Angestellte;82800
Pädagogisches Förderzentrum;Geldbezüge Arbeiter;17800
Pädagogisches Förderzentrum;Geldbezüge Aushilfen;500
Pädagogisches Förderzentrum;Reisegebühren;1800
Pädagogisches Förderzentrum;Mehrleistungsvergütung;4700
Pädagogisches Förderzentrum;Dgb-Angest.Und Arbeit.;21300
Pädagogisches Förderzentrum;Pensionskassa DG-Beitrag;900
Pädagogisches Förderzentrum;Mitarbeitervorsorge (Abfertigung neu);1300
Pädagogisches Förderzentrum;Fla-Btg.F.Angest.U.Arb;4200
Pädagogisches Förderzentrum;Energiebezüge;10000
Pädagogisches Förderzentrum;Instandhaltung von Grund und Boden;500
Pädagogisches Förderzentrum;Instandhaltung von Gebäuden und Bauten;8000
Pädagogisches Förderzentrum;Instandh. Heizung;1000
Pädagogisches Förderzentrum;Instandh. Brandmeldeanlage;5000
Pädagogisches Förderzentrum;Fremdreinigung;2000
Pädagogisches Förderzentrum;Instandhaltung von sonstigen Anlagen;3500
Pädagogisches Förderzentrum;Telekommunikationsdienste;3500
Pädagogisches Förderzentrum;Versicherungen;2700
Pädagogisches Förderzentrum;Öffentliche Abgaben;100
Pädagogisches Förderzentrum;Kostenbeiträge für Leistungen;6800
Pädagogisches Förderzentrum;Sonstige Leistungen;100
Pädagogisches Förderzentrum;Entgelte für sonstige Leistungen / Schülerbetreuung;90000
Pädagogisches Förderzentrum;DV-Programme;2200
Pädagogisches Förderzentrum;Aufwand Hygieneartikel;3500
Pädagogisches Förderzentrum;Sonstige Ausgaben;800
Polytechnische Schule;Betriebsausstattung;14000
Polytechnische Schule;Geringwertige Wirtschaftsgüter;0
Polytechnische Schule;Gw.Wg. Schulerhaltung;1500
Polytechnische Schule;Lebensmittel;400
Polytechnische Schule;Brennstoffe;24000
Polytechnische Schule;Reinigungsmittel;2100
Polytechnische Schule;Vervielfältigungen;4500
Polytechnische Schule;Sonstige Verbrauchsgüter;1300
Polytechnische Schule;Geldbezüge Angestellte;86600
Polytechnische Schule;Geldbezüge Arbeiter;0
Polytechnische Schule;Geldbezüge Aushilfen;2100
Polytechnische Schule;Reisegebühren;1800
Polytechnische Schule;Mehrleistungsvergütung;1000
Polytechnische Schule;Dgb-Angest.Und Arbeit.;17900
Polytechnische Schule;Pensionskassa DG-Beitrag;700
Polytechnische Schule;Mitarbeitervorsorge (Abfertigung neu);1400
Polytechnische Schule;Fla-Btg.F.Angest.U.Arb;3500
Polytechnische Schule;Energiebezüge;12000
Polytechnische Schule;Instandhaltung von Grund und Boden;4000
Polytechnische Schule;Instandhaltung von Gebäuden und Bauten;14000
Polytechnische Schule;Contracting;4200
Polytechnische Schule;Instandh. Heizung;4000
Polytechnische Schule;Instandh. Brandmeldeanlagen;2000
Polytechnische Schule;Fremdreinigung;2000
Polytechnische Schule;Instandhaltung von sonstigen Anlagen;3500
Polytechnische Schule;Telekommunikationsdienste;4600
Polytechnische Schule;Kreditzinsen;1000
Polytechnische Schule;Versicherungen;5400
Polytechnische Schule;Mietzinse;1100
Polytechnische Schule;Kostenbeiträge für Leistungen;16600
Polytechnische Schule;Sonstige Leistungen;200
Polytechnische Schule;DV-Programme;7500
Polytechnische Schule;Aufwand Hygieneartikel;9000
Polytechnische Schule;Sonstige Ausgaben;600
Sonstige Pflichtschulbelange;Btg. an andere Gemeinden;96000
Sonstige Pflichtschulbelange;Btg. Land für Schulfilme;6600
Förderung des Schulbetriebes;Schüler- und Kindertransporte;70000
Förderung des Schulbetriebes;Sonstige Aufwendungen;16000
Förderung des Schulbetriebes;Schulveranstaltungen/Projekte;3000
Förderung des Schulbetriebes;Zuwendung Übungsmittelschulen;1500
Förderung des Schulbetriebes;Zuwendung an private Bildungsinstitute;8000
Förderung des Schulbetriebes;Zuwendung an andere Schulen;500
Förderung des Schulbetriebes;Begabtenförderung;2000
Kindergarten Feldkirch;Betriebsausstattung;0
Kindergarten Feldkirch;Spielplatzeinrichtungen;1200
Kindergarten Feldkirch;Geringwertige Wirtschaftsgüter;2000
Kindergarten Feldkirch;Gw.Wg. Kindergartenerhaltung;500
Kindergarten Feldkirch;Lebensmittel;0
Kindergarten Feldkirch;Brennstoffe;3000
Kindergarten Feldkirch;Reinigungsmittel;500
Kindergarten Feldkirch;Sonstige Verbrauchsgüter;500
Kindergarten Feldkirch;Beschäftigungsmaterial;600
Kindergarten Feldkirch;Werkmaterial;2300
Kindergarten Feldkirch;Geldbezüge Angestellte;107200
Kindergarten Feldkirch;Geldbezüge Aushilfen;2100
Kindergarten Feldkirch;Reisegebühren;1300
Kindergarten Feldkirch;Mehrleistungsvergütung;0
Kindergarten Feldkirch;Dgb-Angest.Und Arbeit.;21800
Kindergarten Feldkirch;Pensionskassa DG-Beitrag;900
Kindergarten Feldkirch;Mitarbeitervorsorge (Abfertigung neu);1700
Kindergarten Feldkirch;Fla-Btg.F.Angest.U.Arb;4300
Kindergarten Feldkirch;Energiebezüge;3500
Kindergarten Feldkirch;Instandhaltung von Grund und Boden;12500
Kindergarten Feldkirch;Instandhaltung von Spielplatzeinrichtungen;2400
Kindergarten Feldkirch;Instandhaltung von Gebäuden und Bauten;28000
Kindergarten Feldkirch;Instandh. Heizung;2000
Kindergarten Feldkirch;Instandh. Brandmeldeanlagen;500
Kindergarten Feldkirch;Fremdreinigung;1000
Kindergarten Feldkirch;Instandhaltung von sonstigen Anlagen;1000
Kindergarten Feldkirch;Telekommunikationsdienste;900
Kindergarten Feldkirch;Versicherungen;700
Kindergarten Feldkirch;Kostenbeiträge / Verumlagung;0
Kindergarten Feldkirch;Sonstige Leistungen;500
Kindergarten Feldkirch;Dv-Programme;400
Kindergarten Feldkirch;Sonstige Ausgaben;500
Kindergarten Levis;Betriebsausstattung;0
Kindergarten Levis;Geringwertige Wirtschaftsgüter;1500
Kindergarten Levis;Gw.Wg. Kindergartenerhaltung;500
Kindergarten Levis;Lebensmittel;7900
Kindergarten Levis;Brennstoffe;2300
Kindergarten Levis;Reinigungsmittel;500
Kindergarten Levis;Sonstige Verbrauchsgüter;800
Kindergarten Levis;Beschäftigungsmaterial;600
Kindergarten Levis;Werkmaterial;2000
Kindergarten Levis;Geldbezüge Angestellte;269100
Kindergarten Levis;Geldbezüge Aushilfen;7800
Kindergarten Levis;Reisegebühren;3400
Kindergarten Levis;Mehrleistungsvergütung;800
Kindergarten Levis;Dgb-Angest.Und Arbeit.;55800
Kindergarten Levis;Pensionskassa DG-Beitrag;2300
Kindergarten Levis;Mitarbeitervorsorge (Abfertigung neu);3800
Kindergarten Levis;Fla-Btg.F.Angest.U.Arb;10700
Kindergarten Levis;Energiebezüge;2000
Kindergarten Levis;Instandhaltung von Grund und Boden;2000
Kindergarten Levis;Instandhaltung von Spielplatzeinrichtungen;2200
Kindergarten Levis;Instandhaltung von Gebäuden und Bauten;4000
Kindergarten Levis;Instandh. Heizung;1500
Kindergarten Levis;Fremdreinigung;500
Kindergarten Levis;Instandhaltung von sonstigen Anlagen;1000
Kindergarten Levis;Telekommunikationsdienste;1000
Kindergarten Levis;Kreditzinsen;1500
Kindergarten Levis;Versicherungen;600
Kindergarten Levis;Sonstige Leistungen;200
Kindergarten Levis;Dv-Programme;400
Kindergarten Levis;Aufwand Hygieneartikel;900
Kindergarten Levis;Sonstige Ausgaben;600
Kindergarten Altenstadt Kirchgasse;Betriebsausstattung;8000
Kindergarten Altenstadt Kirchgasse;Spielplatzeinrichtungen;5800
Kindergarten Altenstadt Kirchgasse;Geringwertige Wirtschaftsgüter;2200
Kindergarten Altenstadt Kirchgasse;Gw. Wg. Spielplatzeinrichtungen;0
Kindergarten Altenstadt Kirchgasse;Gw.Wg. Kindergartenerhaltung;500
Kindergarten Altenstadt Kirchgasse;Lebensmittel;0
Kindergarten Altenstadt Kirchgasse;Brennstoffe;3600
